"city","city_ascii","province_id","province_name","lat","lng","population","density","timezone","ranking","postal","id"
"Wabana","Wabana","NL","Newfoundland and Labrador","47.6500","-52.9333","2146","148.00","America/St_Johns","3","A0A","1124180362"
"Saint-Gilles","Saint-Gilles","QC","Quebec","46.5167","-71.3667","2138","12.1","America/Montreal","4","G0S","1124239919"
"Wendake","Wendake","QC","Quebec","46.8693","-71.3628","2134.00","1253.90","America/Montreal","3","G0A","1124000757"
"Saint-Bernard","Saint-Bernard","QC","Quebec","46.5000","-71.1333","2131","23.7","America/Montreal","4","G0S","1124594239"
"Sainte-Cécile-de-Milton","Sainte-Cecile-de-Milton","QC","Quebec","45.4833","-72.7500","2128","29.1","America/Montreal","4","J0E","1124000630"
"Saint-Roch-de-Richelieu","Saint-Roch-de-Richelieu","QC","Quebec","45.8833","-73.1667","2122","60.9","America/Montreal","4","J0L","1124796601"
"Saint-Nazaire","Saint-Nazaire","QC","Quebec","48.5833","-71.5333","2114","14.6","America/Montreal","4","G0W","1124583281"
"Saint-Elzéar","Saint-Elzear","QC","Quebec","46.4000","-71.0667","2107","24.1","America/Montreal","4","G0S","1124069879"
"Hinchinbrooke","Hinchinbrooke","QC","Quebec","45.0500","-74.1000","2103","14.1","America/Montreal","3","J0S","1124000812"
"Saint-François-Xavier-de-Brompton","Saint-Francois-Xavier-de-Brompton","QC","Quebec","45.5333","-72.0500","2101","21.5","America/Montreal","4","J0B","1124331796"
"Papineauville","Papineauville","QC","Quebec","45.6167","-75.0167","2101","34.3","America/Montreal","3","J0V","1124866604"
"Prairie View","Prairie View","MB","Manitoba","50.3304","-100.9803","2088.00","1.20","America/Winnipeg","4","R0J R0M","1124001412"
"Cowichan Bay","Cowichan Bay","BC","British Columbia","48.7666","-123.6743","2086.00","89.50","America/Vancouver","4","V9L","1124254242"
"Saint-Ignace-de-Loyola","Saint-Ignace-de-Loyola","QC","Quebec","46.0667","-73.1333","2086","57.7","America/Montreal","3","J0K","1124837640"
"Central Manitoulin","Central Manitoulin","ON","Ontario","45.7167","-82.2000","2084","4.8","America/Toronto","3","P0P","1124001582"
"Maple Creek","Maple Creek","SK","Saskatchewan","49.9167","-109.4667","2084","471.3","America/Regina","3","S0N","1124706244"
"Glovertown","Glovertown","NL","Newfoundland and Labrador","48.6667","-54.0500","2083","29.6","America/St_Johns","3","A0G","1124282877"
"Tofield","Tofield","AB","Alberta","53.3703","-112.6667","2081","253.4","America/Edmonton","3","T0B","1124392098"
"Madoc","Madoc","ON","Ontario","44.5833","-77.5167","2078","7.9","America/Toronto","3","K0K","1124600331"
"Upton","Upton","QC","Quebec","45.6500","-72.6833","2075","37.3","America/Montreal","4","J0H","1124955599"
"Sainte-Anne-de-Sabrevois","Sainte-Anne-de-Sabrevois","QC","Quebec","45.2000","-73.2167","2074","46.3","America/Montreal","3","J0J","1124001436"
"Logan Lake","Logan Lake","BC","British Columbia","50.4911","-120.8153","2073","6.4","America/Vancouver","3","V0K","1124000306"
"Sainte-Anne-de-la-Pérade","Sainte-Anne-de-la-Perade","QC","Quebec","46.5833","-72.2000","2072","18.8","America/Montreal","3","G0X","1124630006"
"Saint-Damien-de-Buckland","Saint-Damien-de-Buckland","QC","Quebec","46.6333","-70.6667","2071","25.2","America/Montreal","4","G0R","1124710733"
"Baker Lake","Baker Lake","NU","Nunavut","64.3287","-96.0308","2069.00","11.40","America/Rankin_Inlet","4","X0C","1124826935"
"Saltair","Saltair","BC","British Columbia","48.9504","-123.7637","2069.00","305.10","America/Vancouver","3","V0R V9G","1124001512"
"Pouch Cove","Pouch Cove","NL","Newfoundland and Labrador","47.7670","-52.7670","2069","35.5","America/St_Johns","3","A0A","1124198879"
"Saint-Ferdinand","Saint-Ferdinand","QC","Quebec","46.1000","-71.5667","2067","15.1","America/Montreal","3","G0N","1124190438"
"Port McNeill","Port McNeill","BC","British Columbia","50.5903","-127.0847","2064","149.9","America/Vancouver","3","V0N","1124339378"
"Digby","Digby","NS","Nova Scotia","44.6222","-65.7606","2060","654.6","America/Halifax","3","B0V","1124797865"
"Manouane","Manouane","QC","Quebec","47.2091","-74.3833","2060.00","258.40","America/Montreal","3","J0K","1124764304"
"Saint-Gervais","Saint-Gervais","QC","Quebec","46.7167","-70.8833","2058","23.1","America/Montreal","4","G0R","1124488792"
"Neebing","Neebing","ON","Ontario","48.1833","-89.4667","2055","2.3","America/Toronto","3","P7L","1124000953"
"Redwater","Redwater","AB","Alberta","53.9489","-113.1067","2053","102.5","America/Edmonton","3","T0A","1124001733"
"Saint-Alexandre-de-Kamouraska","Saint-Alexandre-de-Kamouraska","QC","Quebec","47.6817","-69.6250","2050","18.4","America/Montreal","4","G0L","1124090811"
"Saint-Marc-sur-Richelieu","Saint-Marc-sur-Richelieu","QC","Quebec","45.6833","-73.2000","2050","33.8","America/Montreal","4","J0L","1124009496"
"Mandeville","Mandeville","QC","Quebec","46.3667","-73.3500","2043","6.3","America/Montreal","3","J0K","1124912146"
"Caplan","Caplan","QC","Quebec","48.1000","-65.6833","2039","23.7","America/Montreal","3","G0C","1124049436"
"Point Edward","Point Edward","ON","Ontario","42.9931","-82.4083","2037","620.6","America/Toronto","3","N7V N7T","1124647566"
"Allardville","Allardville","NB","New Brunswick","47.4321","-65.4383","2032.00","3.10","America/Moncton","4","E8L","1124442131"
"Waterville","Waterville","QC","Quebec","45.2667","-71.9000","2028","45.7","America/Montreal","3","J0B","1124639721"
"Saint-Damien","Saint-Damien","QC","Quebec","46.3300","-73.4800","2020","7.9","America/Montreal","3","J0K","1124745807"
"Lac-Nominingue","Lac-Nominingue","QC","Quebec","46.4000","-75.0333","2019","6.6","America/Montreal","3","J0W","1124245371"
"Obedjiwan","Obedjiwan","QC","Quebec","48.6686","-74.9289","2019.00","234.40","America/Montreal","3","G0W","1124832696"
"Rama","Rama","SK","Saskatchewan","51.7578","-103.0008","2016","3087.3","America/Regina","2","S0A","1124000936"
"McCreary","McCreary","MB","Manitoba","50.7494","-99.4850","2011","274.70","America/Winnipeg","3","R0J","1124852381"
"Deloraine-Winchester","Deloraine-Winchester","MB","Manitoba","49.1775","-100.4322","2011","2.00","America/Winnipeg","4","R0M","1124000085"
"Oakland-Wawanesa","Oakland-Wawanesa","MB","Manitoba","49.6208","-99.8481","2011","2.90","America/Winnipeg","4","R0K","1124000206"
"Brenda-Waskada","Brenda-Waskada","MB","Manitoba","49.1775","-100.7019","2011","0.90","America/Winnipeg","4","R0M","1124000292"
"Russell-Binscarth","Russell-Binscarth","MB","Manitoba","50.7272","-101.3689","2011","4.30","America/Winnipeg","4","R0J","1124000326"
"Ellice-Archie","Ellice-Archie","MB","Manitoba","50.3239","-101.2729","2011","0.80","America/Winnipeg","4","R0M","1124000366"
"Souris-Glenwood","Souris-Glenwood","MB","Manitoba","49.6208","-100.2581","2011","4.40","America/Winnipeg","4","R0K","1124000381"
"Riverdale","Riverdale","MB","Manitoba","49.9750","-100.2789","2011","3.70","America/Winnipeg","3","R0K","1124000402"
"Pembina","Pembina","MB","Manitoba","49.1775","-98.5408","2011","2.10","America/Winnipeg","3","R0G","1124000460"
"Wallace-Woodworth","Wallace-Woodworth","MB","Manitoba","49.9156","-100.9389","2011","1.50","America/Winnipeg","4","R0M","1124000533"
"Lorne","Lorne","MB","Manitoba","49.4436","-98.7494","2011","3.30","America/Winnipeg","3","R0G R0K","1124000596"
"Ethelbert","Ethelbert","MB","Manitoba","51.5364","-100.4981","2011","104.30","America/Winnipeg","4","R0L","1124793190"
"Yellowhead","Yellowhead","MB","Manitoba","50.4847","-100.4828","2011","1.80","America/Winnipeg","4","R0J","1124000631"
"Swan Valley West","Swan Valley West","MB","Manitoba","51.9978","-101.3944","2011","1.60","America/Winnipeg","3","R0L","1124000683"
"Grey","Grey","MB","Manitoba","49.7094","-98.0736","2011","2.80","America/Winnipeg","4","R0G","1124000699"
"Gilbert Plains","Gilbert Plains","MB","Manitoba","51.1547","-100.4381","2011","1.40","America/Winnipeg","4","R0L","1124524030"
"Norfolk-Treherne","Norfolk-Treherne","MB","Manitoba","49.6653","-98.5967","2011","2.40","America/Winnipeg","4","R0G","1124000889"
"Hamiota","Hamiota","MB","Manitoba","50.1964","-100.6342","2011","248.30","America/Winnipeg","3","R0M","1124139264"
"Emerson-Franklin","Emerson-Franklin","MB","Manitoba","49.1333","-97.0331","2011","2.60","America/Winnipeg","3","R0A","1124000940"
"Sifton","Sifton","MB","Manitoba","49.6653","-100.6678","2011","2.6","America/Winnipeg","3","R0M","1124001004"
"Rossburn","Rossburn","MB","Manitoba","50.7272","-100.7408","2011","150.40","America/Winnipeg","4","R0J","1124628261"
"Grand View","Grand View","MB","Manitoba","51.1550","-100.7892","2011","310.30","America/Winnipeg","3","R0L","1124791401"
"Grassland","Grassland","MB","Manitoba","49.4306","-100.3103","2011","1.20","America/Winnipeg","4","R0K R0M","1124001149"
"Louise","Louise","MB","Manitoba","49.1772","-98.8794","2011","2.00","America/Winnipeg","4","R0G R0K","1124001192"
"Ste. Rose","Ste. Rose","MB","Manitoba","51.0222","-99.4306","2011","2.70","America/Winnipeg","4","R0J R0L","1124001220"
"Cartwright-Roblin","Cartwright-Roblin","MB","Manitoba","49.1331","-99.2797","2011","1.80","America/Winnipeg","3","R0K","1124001248"
"Mossey River","Mossey River","MB","Manitoba","51.7550","-99.9664","2011","1.00","America/Winnipeg","4","R0L","1124001378"
"Lakeshore","Lakeshore","MB","Manitoba","51.2440","-99.6562","2011","1.10","America/Winnipeg","4","R0L","1124001415"
"Riding Mountain West","Riding Mountain West","MB","Manitoba","50.8347","-101.0961","2011","0.90","America/Winnipeg","3","R0J","1124001496"
"Clanwilliam-Erickson","Clanwilliam-Erickson","MB","Manitoba","50.5061","-99.8156","2011","2.50","America/Winnipeg","4","R0J","1124001796"
"Glenboro-South Cypress","Glenboro-South Cypress","MB","Manitoba","49.6650","-99.3708","2011","1.40","America/Winnipeg","4","R0K","1124001832"
"North Norfolk","North Norfolk","MB","Manitoba","49.9308","-98.8356","2011","3.30","America/Winnipeg","4","R0H","1124001856"
"Reinland","Reinland","MB","Manitoba","49.1331","-97.5942","2011","6.20","America/Winnipeg","3","R0G","1124389945"
"Minitonas-Bowsman","Minitonas-Bowsman","MB","Manitoba","52.1433","-100.9772","2011","1.40","America/Winnipeg","4","R0L","1124001902"
"Kippens","Kippens","NL","Newfoundland and Labrador","48.5492","-58.6236","2008","140.3","America/St_Johns","3","A2N","1124001147"
"Blucher","Blucher","SK","Saskatchewan","52.0134","-106.2176","2006.00","2.50","America/Regina","4","S0K","1124237296"
"Hatley","Hatley","QC","Quebec","45.2700","-71.9500","2003","28.0","America/Montreal","4","J0B","1124001440"
"Saint-Gédéon","Saint-Gedeon","QC","Quebec","48.5000","-71.7667","2001","31.5","America/Montreal","3","G0W","1124458135"
"Kingsey Falls","Kingsey Falls","QC","Quebec","45.8500","-72.0667","2000","28.7","America/Montreal","3","J0A","1124274388"
"Provost","Provost","AB","Alberta","52.3539","-110.2686","1998","423.0","America/Edmonton","3","T0B","1124659213"
"Saint-Charles","Saint-Charles","NB","New Brunswick","46.6692","-65.0184","1997.00","11.40","America/Moncton","4","E4W","1124000730"
"Mattawa","Mattawa","ON","Ontario","46.3167","-78.7000","1993","544.8","America/Montreal","3","P0H","1124041230"
"Tumbler Ridge","Tumbler Ridge","BC","British Columbia","55.1333","-121.0000","1987","1.3","America/Dawson_Creek","3","V0C","1124001642"
"Terrasse-Vaudreuil","Terrasse-Vaudreuil","QC","Quebec","45.4000","-73.9833","1986","1865.2","America/Montreal","3","J7V","1124001658"
"L'Ascension-de-Notre-Seigneur","L'Ascension-de-Notre-Seigneur","QC","Quebec","48.7000","-71.6833","1983","15.0","America/Montreal","4","G0W","1124000873"
"Bow Island","Bow Island","AB","Alberta","49.8667","-111.3667","1983","341.6","America/Edmonton","3","T0K","1124002843"
"Barraute","Barraute","QC","Quebec","48.4333","-77.6333","1980","4.0","America/Montreal","3","J0Y","1124495319"
"One Hundred Mile House","One Hundred Mile House","BC","British Columbia","51.6413","-121.3127","1980.00","37.20","America/Vancouver","4","V0K","1124920746"
"Kedgwick","Kedgwick","NB","New Brunswick","47.6456","-67.3431","1979","3.0","America/Moncton","3","E8B","1124759374"
"Gambo","Gambo","NL","Newfoundland and Labrador","48.7833","-54.2167","1978","21.5","America/St_Johns","3","A0G","1124499854"
"Saint-Liguori","Saint-Liguori","QC","Quebec","46.0167","-73.5667","1976","39.1","America/Montreal","4","J0K","1124672824"
"Bonfield","Bonfield","ON","Ontario","46.2167","-79.1333","1975","9.5","America/Toronto","3","P0H","1124001075"
"Pointe-Lebel","Pointe-Lebel","QC","Quebec","49.1667","-68.2000","1973","23.3","America/Montreal","4","G0H","1124216164"
"Saint Mary","Saint Mary","NB","New Brunswick","46.3987","-64.8681","1972.00","8.30","America/Moncton","4","E4S","1124001508"
"Saint-Patrice-de-Sherrington","Saint-Patrice-de-Sherrington","QC","Quebec","45.1667","-73.5167","1971","21.3","America/Montreal","3","J0L","1124878423"
"Fox Creek","Fox Creek","AB","Alberta","54.3950","-116.8092","1971","159.4","America/Edmonton","3","T0H","1124001709"
"Dawn-Euphemia","Dawn-Euphemia","ON","Ontario","42.7000","-82.0167","1967","4.4","America/Toronto","3","N0P","1124000898"
"Chapleau","Chapleau","ON","Ontario","47.8333","-83.4000","1964","138.2","America/Toronto","3","P0M","1124518288"
"Saint-Esprit","Saint-Esprit","QC","Quebec","45.9000","-73.6667","1963","36.4","America/Montreal","3","J0K","1124001003"
"Westfield Beach","Westfield Beach","NB","New Brunswick","45.3432","-66.2868","1962.00","6.60","America/Moncton","4","E5K E5S","1124204415"
"Montague","Montague","PE","Prince Edward Island","46.1652","-62.6500","1961.00","620.80","America/Halifax","3","C0A","1124079838"
"Mashteuiatsh","Mashteuiatsh","QC","Quebec","48.5690","-72.2495","1957.00","134.90","America/Montreal","4","G0W","1124000997"
"Saint-François-du-Lac","Saint-Francois-du-Lac","QC","Quebec","46.0667","-72.8333","1957","30.4","America/Montreal","3","J0G","1124010410"
"Eel River Crossing","Eel River Crossing","NB","New Brunswick","48.0125","-66.4208","1953","29.8","America/Moncton","3","E8E","1124000490"
"Saint-Fulgence","Saint-Fulgence","QC","Quebec","48.4500","-70.9000","1949","5.5","America/Montreal","4","G0V","1124969917"
"Millet","Millet","AB","Alberta","53.0978","-113.4728","1945","522.9","America/Edmonton","3","T0C","1124327149"
"Vallée-Jonction","Vallee-Jonction","QC","Quebec","46.3667","-70.9167","1940","76.6","America/Montreal","4","G0S","1124672986"
"Saint-Georges-de-Cacouna","Saint-Georges-de-Cacouna","QC","Quebec","47.9167","-69.5000","1939","30.6","America/Montreal","3","G0L","1124882699"
"Lumsden No. 189","Lumsden No. 189","SK","Saskatchewan","50.6734","-104.7686","1938.00","2.40","America/Regina","4","S0G","1124001061"
"Manitouwadge","Manitouwadge","ON","Ontario","49.1333","-85.8333","1937","5.5","America/Toronto","3","P0T","1124548320"
"Wellington","Wellington","ON","Ontario","43.9579","-77.3534","1932.00","275.40","America/Toronto","3","K0K","1124209670"
"Swift Current No. 137","Swift Current No. 137","SK","Saskatchewan","50.2211","-107.8559","1932.00","1.80","America/Regina","4","S0N S9H","1124000742"
"Tofino","Tofino","BC","British Columbia","49.1275","-125.8852","1932.00","183.10","America/Vancouver","4","V0R","1124140302"
"Fort Qu’Appelle","Fort Qu'Appelle","SK","Saskatchewan","50.7667","-103.7833","1919","363.2","America/Regina","3","S0G","1124904751"
"Vulcan","Vulcan","AB","Alberta","50.4000","-113.2500","1917","302.3","America/Edmonton","3","T0L","1124607765"
"Indian Head","Indian Head","SK","Saskatchewan","50.5333","-103.6667","1910","602.0","America/Regina","3","S0G","1124084038"
"Petit Rocher","Petit Rocher","NB","New Brunswick","47.7839","-65.7159","1908","425.2","America/Moncton","3","E8J","1124808094"
"Wabush","Wabush","NL","Newfoundland and Labrador","52.9081","-66.8690","1906","41.2","America/Goose_Bay","3","A0R","1124012604"
"Saint-Fabien","Saint-Fabien","QC","Quebec","48.3000","-68.8700","1906","15.9","America/Montreal","4","G0L","1124462554"
"Watrous","Watrous","SK","Saskatchewan","51.6841","-105.4661","1900.00","170.10","America/Regina","4","S0K","1124468381"
"North Frontenac","North Frontenac","ON","Ontario","44.9500","-76.9000","1898","1.6","America/Toronto","3","K0H","1124000803"
"Lac-Supérieur","Lac-Superieur","QC","Quebec","46.2000","-74.4667","1892","5.1","America/Montreal","3","J0T","1124000862"
"Les Escoumins","Les Escoumins","QC","Quebec","48.3500","-69.4000","1891","7.0","America/Montreal","3","G0T","1124123618"
"Richibucto","Richibucto","NB","New Brunswick","46.6189","-64.8385","1887.00","7.60","America/Moncton","4","E4W","1124000569"
"Rivière-Beaudette","Riviere-Beaudette","QC","Quebec","45.2333","-74.3333","1885","101.9","America/Montreal","3","J0P","1124687157"
"Saint-Barthélemy","Saint-Barthelemy","QC","Quebec","46.1833","-73.1333","1883","17.9","America/Montreal","4","J0K","1124598418"
"Nisga'a","Nisga'a","BC","British Columbia","55.1078","-129.4293","1880.00","0.90","America/Vancouver","4","V0J","1124000744"
"Austin","Austin","QC","Quebec","45.1833","-72.2833","1880","25.5","America/Montreal","3","J0B","1124000885"
"Saint-Mathieu","Saint-Mathieu","QC","Quebec","45.3167","-73.5164","1879","59.5","America/Montreal","3","J0L","1124978563"
"Saint-Paul-de-l'Île-aux-Noix","Saint-Paul-de-l'Ile-aux-Noix","QC","Quebec","45.1333","-73.2833","1877","63.4","America/Montreal","3","J0J","1124000680"
"Orkney No. 244","Orkney No. 244","SK","Saskatchewan","51.2557","-102.6469","1875.00","2.30","America/Regina","4","S3N","1124000139"
"Behchokò","Behchoko","NT","Northwest Territories","62.8184","-115.9933","1874.00","24.90","America/Yellowknife","4","X0E","1124001992"
"Saint-Joseph-de-Coleraine","Saint-Joseph-de-Coleraine","QC","Quebec","45.9700","-71.3700","1870","14.7","America/Montreal","4","G0N","1124000088"
"Saint-Cyprien-de-Napierville","Saint-Cyprien-de-Napierville","QC","Quebec","45.1833","-73.4167","1869","19.2","America/Montreal","3","J0J","1124000843"
"Sayabec","Sayabec","QC","Quebec","48.5667","-67.6833","1864","14.3","America/Montreal","3","G0J","1124175872"
